company_id,previous_year,year,previous_pattern,current_pattern,changed
ICICIGI,2014,2015,Mixed,Mixed,False
ICICIGI,2015,2016,Mixed,Reinvestor,True
ICICIGI,2016,2017,Reinvestor,Mixed,True
ICICIGI,2017,2018,Mixed,Reinvestor,True
ICICIGI,2018,2019,Reinvestor,Reinvestor,False
ICICIGI,2019,2020,Reinvestor,Reinvestor,False
ICICIGI,2020,2021,Reinvestor,Reinvestor,False
ICICIGI,2021,2022,Reinvestor,Liquidating Assets,True
ICICIGI,2022,2023,Liquidating Assets,Reinvestor,True
ICICIGI,2023,2024,Reinvestor,Reinvestor,False
ICICIPRULI,2013,2014,Mixed,Mixed,False
ICICIPRULI,2014,2015,Mixed,Reinvestor,True
ICICIPRULI,2015,2016,Reinvestor,Liquidating Assets,True
ICICIPRULI,2016,2017,Liquidating Assets,Reinvestor,True
ICICIPRULI,2017,2018,Reinvestor,Reinvestor,False
ICICIPRULI,2018,2019,Reinvestor,Reinvestor,False
ICICIPRULI,2019,2020,Reinvestor,Reinvestor,False
ICICIPRULI,2020,2021,Reinvestor,Mixed,True
ICICIPRULI,2021,2022,Mixed,Reinvestor,True
ICICIPRULI,2022,2023,Reinvestor,Reinvestor,False
ICICIPRULI,2023,2024,Reinvestor,Mixed,True
INDIGO,2013,2014,Mixed,Mixed,False
INDIGO,2014,2015,Mixed,Reinvestor,True
INDIGO,2015,2016,Reinvestor,Reinvestor,False
INDIGO,2016,2017,Reinvestor,Reinvestor,False
INDIGO,2017,2018,Reinvestor,Mixed,True
INDIGO,2018,2019,Mixed,Reinvestor,True
INDIGO,2019,2020,Reinvestor,Reinvestor,False
INDIGO,2020,2021,Reinvestor,Mixed,True
INDIGO,2021,2022,Mixed,Liquidating Assets,True
INDIGO,2022,2023,Liquidating Assets,Reinvestor,True
INDIGO,2023,2024,Reinvestor,Reinvestor,False
INDUSINDBK,2013,2014,Growth Funded by Debt,Growth Funded by Debt,False
INDUSINDBK,2014,2015,Growth Funded by Debt,Growth Funded by Debt,False
INDUSINDBK,2015,2016,Growth Funded by Debt,Growth Funded by Debt,False
INDUSINDBK,2016,2017,Growth Funded by Debt,Reinvestor,True
INDUSINDBK,2017,2018,Reinvestor,Growth Funded by Debt,True
INDUSINDBK,2018,2019,Growth Funded by Debt,Growth Funded by Debt,False
INDUSINDBK,2019,2020,Growth Funded by Debt,Distress Signal,True
INDUSINDBK,2020,2021,Distress Signal,Reinvestor,True
INDUSINDBK,2021,2022,Reinvestor,Reinvestor,False
INDUSINDBK,2022,2023,Reinvestor,Growth Funded by Debt,True
INDUSINDBK,2023,2024,Growth Funded by Debt,Pre-Revenue,True
INFY,2013,2014,Reinvestor,Reinvestor,False
INFY,2014,2015,Reinvestor,Liquidating Assets,True
INFY,2015,2016,Liquidating Assets,Reinvestor,True
INFY,2016,2017,Reinvestor,Reinvestor,False
INFY,2017,2018,Reinvestor,Liquidating Assets,True
INFY,2018,2019,Liquidating Assets,Reinvestor,True
INFY,2019,2020,Reinvestor,Reinvestor,False
INFY,2020,2021,Reinvestor,Reinvestor,False
INFY,2021,2022,Reinvestor,Reinvestor,False
INFY,2022,2023,Reinvestor,Reinvestor,False
INFY,2023,2024,Reinvestor,Reinvestor,False
IOC,2013,2014,Mixed,Reinvestor,True
IOC,2014,2015,Reinvestor,Reinvestor,False
IOC,2015,2016,Reinvestor,Reinvestor,False
IOC,2016,2017,Reinvestor,Reinvestor,False
IOC,2017,2018,Reinvestor,Reinvestor,False
IOC,2018,2019,Reinvestor,Mixed,True
IOC,2019,2020,Mixed,Mixed,False
IOC,2020,2021,Mixed,Reinvestor,True
IOC,2021,2022,Reinvestor,Reinvestor,False
IOC,2022,2023,Reinvestor,Reinvestor,False
IOC,2023,2024,Reinvestor,Reinvestor,False
IRCTC,2015,2016,Reinvestor,Liquidating Assets,True
IRCTC,2016,2017,Liquidating Assets,Liquidating Assets,False
IRCTC,2017,2018,Liquidating Assets,Liquidating Assets,False
IRCTC,2018,2019,Liquidating Assets,Reinvestor,True
IRCTC,2019,2020,Reinvestor,Liquidating Assets,True
IRCTC,2020,2021,Liquidating Assets,Reinvestor,True
IRCTC,2021,2022,Reinvestor,Reinvestor,False
IRCTC,2022,2023,Reinvestor,Reinvestor,False
IRCTC,2023,2024,Reinvestor,Reinvestor,False
IRFC,2016,2017,Distress Signal,Distress Signal,False
IRFC,2017,2018,Distress Signal,Distress Signal,False
IRFC,2018,2019,Distress Signal,Distress Signal,False
IRFC,2019,2020,Distress Signal,Distress Signal,False
IRFC,2020,2021,Distress Signal,Mixed,True
IRFC,2021,2022,Mixed,Growth Funded by Debt,True
IRFC,2022,2023,Growth Funded by Debt,Mixed,True
IRFC,2023,2024,Mixed,Reinvestor,True
ITC,2013,2014,Reinvestor,Reinvestor,False
ITC,2014,2015,Reinvestor,Reinvestor,False
ITC,2015,2016,Reinvestor,Reinvestor,False
ITC,2016,2017,Reinvestor,Reinvestor,False
ITC,2017,2018,Reinvestor,Reinvestor,False
ITC,2018,2019,Reinvestor,Reinvestor,False
ITC,2019,2020,Reinvestor,Reinvestor,False
ITC,2020,2021,Reinvestor,Liquidating Assets,True
ITC,2021,2022,Liquidating Assets,Reinvestor,True
ITC,2022,2023,Reinvestor,Reinvestor,False
ITC,2023,2024,Reinvestor,Liquidating Assets,True
JINDALSTEL,2013,2014,Mixed,Mixed,False
JINDALSTEL,2014,2015,Mixed,Mixed,False
JINDALSTEL,2015,2016,Mixed,Reinvestor,True
JINDALSTEL,2016,2017,Reinvestor,Reinvestor,False
JINDALSTEL,2017,2018,Reinvestor,Reinvestor,False
JINDALSTEL,2018,2019,Reinvestor,Reinvestor,False
JINDALSTEL,2019,2020,Reinvestor,Reinvestor,False
JINDALSTEL,2020,2021,Reinvestor,Reinvestor,False
JINDALSTEL,2021,2022,Reinvestor,Reinvestor,False
JINDALSTEL,2022,2023,Reinvestor,Reinvestor,False
JINDALSTEL,2023,2024,Reinvestor,Mixed,True
JIOFIN,2023,2024,Reinvestor,Mixed,True
JSWENERGY,2013,2014,Reinvestor,Reinvestor,False
JSWENERGY,2014,2015,Reinvestor,Reinvestor,False
JSWENERGY,2015,2016,Reinvestor,Reinvestor,False
JSWENERGY,2016,2017,Reinvestor,Reinvestor,False
JSWENERGY,2017,2018,Reinvestor,Reinvestor,False
JSWENERGY,2018,2019,Reinvestor,Reinvestor,False
JSWENERGY,2019,2020,Reinvestor,Liquidating Assets,True
JSWENERGY,2020,2021,Liquidating Assets,Reinvestor,True
JSWENERGY,2021,2022,Reinvestor,Reinvestor,False
JSWENERGY,2022,2023,Reinvestor,Mixed,True
JSWENERGY,2023,2024,Mixed,Mixed,False
JSWSTEEL,2013,2014,Reinvestor,Mixed,True
JSWSTEEL,2014,2015,Mixed,Reinvestor,True
JSWSTEEL,2015,2016,Reinvestor,Reinvestor,False
JSWSTEEL,2016,2017,Reinvestor,Reinvestor,False
JSWSTEEL,2017,2018,Reinvestor,Reinvestor,False
JSWSTEEL,2018,2019,Reinvestor,Mixed,True
JSWSTEEL,2019,2020,Mixed,Mixed,False
JSWSTEEL,2020,2021,Mixed,Reinvestor,True
JSWSTEEL,2021,2022,Reinvestor,Reinvestor,False
JSWSTEEL,2022,2023,Reinvestor,Reinvestor,False
JSWSTEEL,2023,2024,Reinvestor,Reinvestor,False
KOTAKBANK,2013,2014,Mixed,Reinvestor,True
KOTAKBANK,2014,2015,Reinvestor,Mixed,True
KOTAKBANK,2015,2016,Mixed,Mixed,False
KOTAKBANK,2016,2017,Mixed,Mixed,False
KOTAKBANK,2017,2018,Mixed,Growth Funded by Debt,True
KOTAKBANK,2018,2019,Growth Funded by Debt,Mixed,True
KOTAKBANK,2019,2020,Mixed,Reinvestor,True
KOTAKBANK,2020,2021,Reinvestor,Reinvestor,False
KOTAKBANK,2021,2022,Reinvestor,Mixed,True
KOTAKBANK,2022,2023,Mixed,Growth Funded by Debt,True
KOTAKBANK,2023,2024,Growth Funded by Debt,Mixed,True
LICI,2019,2020,Liquidating Assets,Reinvestor,True
LICI,2020,2021,Reinvestor,Liquidating Assets,True
LICI,2021,2022,Liquidating Assets,Mixed,True
LICI,2022,2023,Mixed,Reinvestor,True
LICI,2023,2024,Reinvestor,Reinvestor,False
LODHA,2016,2017,Mixed,Reinvestor,True
LODHA,2017,2018,Reinvestor,Mixed,True
LODHA,2018,2019,Mixed,Growth Funded by Debt,True
LODHA,2019,2020,Growth Funded by Debt,Liquidating Assets,True
LODHA,2020,2021,Liquidating Assets,Liquidating Assets,False
LODHA,2021,2022,Liquidating Assets,Liquidating Assets,False
LODHA,2022,2023,Liquidating Assets,Liquidating Assets,False
LODHA,2023,2024,Liquidating Assets,Mixed,True
LT,2013,2014,Growth Funded by Debt,Growth Funded by Debt,False
LT,2014,2015,Growth Funded by Debt,Growth Funded by Debt,False
LT,2015,2016,Growth Funded by Debt,Growth Funded by Debt,False
LT,2016,2017,Growth Funded by Debt,Mixed,True
LT,2017,2018,Mixed,Distress Signal,True
LT,2018,2019,Distress Signal,Growth Funded by Debt,True
LT,2019,2020,Growth Funded by Debt,Mixed,True
LT,2020,2021,Mixed,Reinvestor,True
LT,2021,2022,Reinvestor,Reinvestor,False
LT,2022,2023,Reinvestor,Reinvestor,False
LT,2023,2024,Reinvestor,Liquidating Assets,True
LTIM,2013,2014,Reinvestor,Liquidating Assets,True
LTIM,2014,2015,Liquidating Assets,Reinvestor,True
LTIM,2015,2016,Reinvestor,Reinvestor,False
LTIM,2016,2017,Reinvestor,Reinvestor,False
LTIM,2017,2018,Reinvestor,Reinvestor,False
LTIM,2018,2019,Reinvestor,Reinvestor,False
LTIM,2019,2020,Reinvestor,Reinvestor,False
LTIM,2020,2021,Reinvestor,Reinvestor,False
LTIM,2021,2022,Reinvestor,Reinvestor,False
LTIM,2022,2023,Reinvestor,Reinvestor,False
LTIM,2023,2024,Reinvestor,Reinvestor,False
M&M,2013,2014,Growth Funded by Debt,Growth Funded by Debt,False
M&M,2014,2015,Growth Funded by Debt,Mixed,True
M&M,2015,2016,Mixed,Mixed,False
M&M,2016,2017,Mixed,Mixed,False
M&M,2017,2018,Mixed,Mixed,False
M&M,2018,2019,Mixed,Growth Funded by Debt,True
M&M,2019,2020,Growth Funded by Debt,Growth Funded by Debt,False
M&M,2020,2021,Growth Funded by Debt,Mixed,True
M&M,2021,2022,Mixed,Reinvestor,True
M&M,2022,2023,Reinvestor,Growth Funded by Debt,True
M&M,2023,2024,Growth Funded by Debt,Growth Funded by Debt,False
MARUTI,2013,2014,Reinvestor,Reinvestor,False
MARUTI,2014,2015,Reinvestor,Reinvestor,False
MARUTI,2015,2016,Reinvestor,Reinvestor,False
MARUTI,2016,2017,Reinvestor,Reinvestor,False
MARUTI,2017,2018,Reinvestor,Reinvestor,False
MARUTI,2018,2019,Reinvestor,Reinvestor,False
MARUTI,2019,2020,Reinvestor,Reinvestor,False
MARUTI,2020,2021,Reinvestor,Reinvestor,False
MARUTI,2021,2022,Reinvestor,Reinvestor,False
MARUTI,2022,2023,Reinvestor,Reinvestor,False
MARUTI,2023,2024,Reinvestor,Reinvestor,False
MOTHERSON,2013,2014,Reinvestor,Reinvestor,False
MOTHERSON,2014,2015,Reinvestor,Mixed,True
MOTHERSON,2015,2016,Mixed,Reinvestor,True
MOTHERSON,2016,2017,Reinvestor,Mixed,True
MOTHERSON,2017,2018,Mixed,Reinvestor,True
MOTHERSON,2018,2019,Reinvestor,Reinvestor,False
MOTHERSON,2019,2020,Reinvestor,Reinvestor,False
MOTHERSON,2020,2021,Reinvestor,Reinvestor,False
MOTHERSON,2021,2022,Reinvestor,Reinvestor,False
MOTHERSON,2022,2023,Reinvestor,Reinvestor,False
MOTHERSON,2023,2024,Reinvestor,Mixed,True
NAUKRI,2013,2014,Reinvestor,Mixed,True
NAUKRI,2014,2015,Mixed,Mixed,False
NAUKRI,2015,2016,Mixed,Reinvestor,True
NAUKRI,2016,2017,Reinvestor,Reinvestor,False
NAUKRI,2017,2018,Reinvestor,Reinvestor,False
NAUKRI,2018,2019,Reinvestor,Reinvestor,False
NAUKRI,2019,2020,Reinvestor,Liquidating Assets,True
NAUKRI,2020,2021,Liquidating Assets,Mixed,True
NAUKRI,2021,2022,Mixed,Mixed,False
NAUKRI,2022,2023,Mixed,Mixed,False
NAUKRI,2023,2024,Mixed,Mixed,False
NESTLEIND,2013,2014,Reinvestor,Reinvestor,False
NESTLEIND,2014,2015,Reinvestor,Reinvestor,False
NESTLEIND,2015,2016,Reinvestor,Reinvestor,False
NESTLEIND,2016,2017,Reinvestor,Reinvestor,False
NESTLEIND,2017,2018,Reinvestor,Reinvestor,False
NESTLEIND,2018,2019,Reinvestor,Liquidating Assets,True
NESTLEIND,2019,2020,Liquidating Assets,Reinvestor,True
NESTLEIND,2020,2021,Reinvestor,Reinvestor,False
NESTLEIND,2021,2022,Reinvestor,Reinvestor,False
NESTLEIND,2022,2023,Reinvestor,Reinvestor,False
NESTLEIND,2023,2024,Reinvestor,Reinvestor,False
NHPC,2013,2014,Reinvestor,Reinvestor,False
NHPC,2014,2015,Reinvestor,Reinvestor,False
NHPC,2015,2016,Reinvestor,Reinvestor,False
NHPC,2016,2017,Reinvestor,Reinvestor,False
NHPC,2017,2018,Reinvestor,Reinvestor,False
NHPC,2018,2019,Reinvestor,Reinvestor,False
NHPC,2019,2020,Reinvestor,Mixed,True
NHPC,2020,2021,Mixed,Reinvestor,True
NHPC,2021,2022,Reinvestor,Reinvestor,False
NHPC,2022,2023,Reinvestor,Reinvestor,False
NHPC,2023,2024,Reinvestor,Reinvestor,False
NTPC,2013,2014,Mixed,Reinvestor,True
NTPC,2014,2015,Reinvestor,Reinvestor,False
NTPC,2015,2016,Reinvestor,Reinvestor,False
NTPC,2016,2017,Reinvestor,Mixed,True
NTPC,2017,2018,Mixed,Mixed,False
NTPC,2018,2019,Mixed,Mixed,False
NTPC,2019,2020,Mixed,Mixed,False
NTPC,2020,2021,Mixed,Reinvestor,True
NTPC,2021,2022,Reinvestor,Reinvestor,False
NTPC,2022,2023,Reinvestor,Reinvestor,False
NTPC,2023,2024,Reinvestor,Reinvestor,False
ONGC,2013,2014,Reinvestor,Mixed,True
ONGC,2014,2015,Mixed,Reinvestor,True
ONGC,2015,2016,Reinvestor,Reinvestor,False
ONGC,2016,2017,Reinvestor,Reinvestor,False
ONGC,2017,2018,Reinvestor,Mixed,True
ONGC,2018,2019,Mixed,Reinvestor,True
ONGC,2019,2020,Reinvestor,Reinvestor,False
ONGC,2020,2021,Reinvestor,Reinvestor,False
ONGC,2021,2022,Reinvestor,Reinvestor,False
ONGC,2022,2023,Reinvestor,Reinvestor,False
ONGC,2023,2024,Reinvestor,Reinvestor,False
PFC,2013,2014,Distress Signal,Distress Signal,False
PFC,2014,2015,Distress Signal,Growth Funded by Debt,True
PFC,2015,2016,Growth Funded by Debt,Growth Funded by Debt,False
PFC,2016,2017,Growth Funded by Debt,Mixed,True
PFC,2017,2018,Mixed,Distress Signal,True
PFC,2018,2019,Distress Signal,Growth Funded by Debt,True
PFC,2019,2020,Growth Funded by Debt,Growth Funded by Debt,False
PFC,2020,2021,Growth Funded by Debt,Distress Signal,True
PFC,2021,2022,Distress Signal,Reinvestor,True
PFC,2022,2023,Reinvestor,Growth Funded by Debt,True
PFC,2023,2024,Growth Funded by Debt,Growth Funded by Debt,False
PIDILITIND,2013,2014,Reinvestor,Reinvestor,False
PIDILITIND,2014,2015,Reinvestor,Reinvestor,False
PIDILITIND,2015,2016,Reinvestor,Reinvestor,False
PIDILITIND,2016,2017,Reinvestor,Mixed,True
PIDILITIND,2017,2018,Mixed,Liquidating Assets,True
PIDILITIND,2018,2019,Liquidating Assets,Reinvestor,True
PIDILITIND,2019,2020,Reinvestor,Liquidating Assets,True
PIDILITIND,2020,2021,Liquidating Assets,Reinvestor,True
PIDILITIND,2021,2022,Reinvestor,Reinvestor,False
PIDILITIND,2022,2023,Reinvestor,Reinvestor,False
PIDILITIND,2023,2024,Reinvestor,Reinvestor,False
PNB,2013,2014,Pre-Revenue,Mixed,True
PNB,2014,2015,Mixed,Mixed,False
PNB,2015,2016,Mixed,Mixed,False
PNB,2016,2017,Mixed,Liquidating Assets,True
PNB,2017,2018,Liquidating Assets,Distress Signal,True
PNB,2018,2019,Distress Signal,Growth Funded by Debt,True
PNB,2019,2020,Growth Funded by Debt,Growth Funded by Debt,False
PNB,2020,2021,Growth Funded by Debt,Mixed,True
PNB,2021,2022,Mixed,Mixed,False
PNB,2022,2023,Mixed,Mixed,False
PNB,2023,2024,Mixed,Growth Funded by Debt,True
POWERGRID,2013,2014,Mixed,Mixed,False
POWERGRID,2014,2015,Mixed,Mixed,False
POWERGRID,2015,2016,Mixed,Mixed,False
POWERGRID,2016,2017,Mixed,Mixed,False
POWERGRID,2017,2018,Mixed,Mixed,False
POWERGRID,2018,2019,Mixed,Reinvestor,True
POWERGRID,2019,2020,Reinvestor,Reinvestor,False
POWERGRID,2020,2021,Reinvestor,Reinvestor,False
POWERGRID,2021,2022,Reinvestor,Liquidating Assets,True
POWERGRID,2022,2023,Liquidating Assets,Reinvestor,True
POWERGRID,2023,2024,Reinvestor,Reinvestor,False
RECLTD,2013,2014,Distress Signal,Distress Signal,False
RECLTD,2014,2015,Distress Signal,Distress Signal,False
RECLTD,2015,2016,Distress Signal,Growth Funded by Debt,True
RECLTD,2016,2017,Growth Funded by Debt,Reinvestor,True
RECLTD,2017,2018,Reinvestor,Distress Signal,True
RECLTD,2018,2019,Distress Signal,Distress Signal,False
RECLTD,2019,2020,Distress Signal,Distress Signal,False
RECLTD,2020,2021,Distress Signal,Distress Signal,False
RECLTD,2021,2022,Distress Signal,Growth Funded by Debt,True
RECLTD,2022,2023,Growth Funded by Debt,Growth Funded by Debt,False
RECLTD,2023,2024,Growth Funded by Debt,Growth Funded by Debt,False
RELIANCE,2013,2014,Mixed,Mixed,False
RELIANCE,2014,2015,Mixed,Mixed,False
RELIANCE,2015,2016,Mixed,Reinvestor,True
RELIANCE,2016,2017,Reinvestor,Mixed,True
RELIANCE,2017,2018,Mixed,Reinvestor,True
RELIANCE,2018,2019,Reinvestor,Mixed,True
RELIANCE,2019,2020,Mixed,Reinvestor,True
RELIANCE,2020,2021,Reinvestor,Mixed,True
RELIANCE,2021,2022,Mixed,Mixed,False
RELIANCE,2022,2023,Mixed,Mixed,False
RELIANCE,2023,2024,Mixed,Reinvestor,True
SBILIFE,2013,2014,Reinvestor,Reinvestor,False
SBILIFE,2014,2015,Reinvestor,Reinvestor,False
SBILIFE,2015,2016,Reinvestor,Reinvestor,False
SBILIFE,2016,2017,Reinvestor,Reinvestor,False
SBILIFE,2017,2018,Reinvestor,Reinvestor,False
SBILIFE,2018,2019,Reinvestor,Reinvestor,False
SBILIFE,2019,2020,Reinvestor,Reinvestor,False
SBILIFE,2020,2021,Reinvestor,Mixed,True
SBILIFE,2021,2022,Mixed,Reinvestor,True
SBILIFE,2022,2023,Reinvestor,Reinvestor,False
SBILIFE,2023,2024,Reinvestor,Reinvestor,False
SBIN,2013,2014,Reinvestor,Mixed,True
SBIN,2014,2015,Mixed,Reinvestor,True
SBIN,2015,2016,Reinvestor,Mixed,True
SBIN,2016,2017,Mixed,Reinvestor,True
SBIN,2017,2018,Reinvestor,Distress Signal,True
SBIN,2018,2019,Distress Signal,Cash Accumulator,True
SBIN,2019,2020,Cash Accumulator,Mixed,True
SBIN,2020,2021,Mixed,Mixed,False
SBIN,2021,2022,Mixed,Reinvestor,True
SBIN,2022,2023,Reinvestor,Growth Funded by Debt,True
SBIN,2023,2024,Growth Funded by Debt,Reinvestor,True
SHREECEM,2013,2014,Reinvestor,Reinvestor,False
SHREECEM,2014,2015,Reinvestor,Reinvestor,False
SHREECEM,2015,2016,Reinvestor,Reinvestor,False
SHREECEM,2016,2017,Reinvestor,Reinvestor,False
SHREECEM,2017,2018,Reinvestor,Mixed,True
SHREECEM,2018,2019,Mixed,Reinvestor,True
SHREECEM,2019,2020,Reinvestor,Mixed,True
SHREECEM,2020,2021,Mixed,Reinvestor,True
SHREECEM,2021,2022,Reinvestor,Reinvestor,False
SHREECEM,2022,2023,Reinvestor,Reinvestor,False
SHREECEM,2023,2024,Reinvestor,Reinvestor,False
SHRIRAMFIN,2013,2014,Growth Funded by Debt,Growth Funded by Debt,False
SHRIRAMFIN,2014,2015,Growth Funded by Debt,Growth Funded by Debt,False
SHRIRAMFIN,2015,2016,Growth Funded by Debt,Growth Funded by Debt,False
SHRIRAMFIN,2016,2017,Growth Funded by Debt,Growth Funded by Debt,False
SHRIRAMFIN,2017,2018,Growth Funded by Debt,Distress Signal,True
SHRIRAMFIN,2018,2019,Distress Signal,Growth Funded by Debt,True
SHRIRAMFIN,2019,2020,Growth Funded by Debt,Growth Funded by Debt,False
SHRIRAMFIN,2020,2021,Growth Funded by Debt,Growth Funded by Debt,False
SHRIRAMFIN,2021,2022,Growth Funded by Debt,Growth Funded by Debt,False
SHRIRAMFIN,2022,2023,Growth Funded by Debt,Distress Signal,True
SHRIRAMFIN,2023,2024,Distress Signal,Growth Funded by Debt,True
SIEMENS,2011,2014,Liquidating Assets,Liquidating Assets,False
SIEMENS,2014,2015,Liquidating Assets,Liquidating Assets,False
SIEMENS,2015,2016,Liquidating Assets,Liquidating Assets,False
SIEMENS,2016,2017,Liquidating Assets,Liquidating Assets,False
SIEMENS,2017,2018,Liquidating Assets,Reinvestor,True
SIEMENS,2018,2019,Reinvestor,Reinvestor,False
SIEMENS,2019,2020,Reinvestor,Liquidating Assets,True
SIEMENS,2020,2021,Liquidating Assets,Reinvestor,True
SIEMENS,2021,2022,Reinvestor,Reinvestor,False
SIEMENS,2022,2023,Reinvestor,Reinvestor,False
SIEMENS,2023,2024,Reinvestor,Reinvestor,False
SUNPHARMA,2013,2014,Reinvestor,Mixed,True
SUNPHARMA,2014,2015,Mixed,Reinvestor,True
SUNPHARMA,2015,2016,Reinvestor,Reinvestor,False
SUNPHARMA,2016,2017,Reinvestor,Reinvestor,False
SUNPHARMA,2017,2018,Reinvestor,Reinvestor,False
SUNPHARMA,2018,2019,Reinvestor,Reinvestor,False
SUNPHARMA,2019,2020,Reinvestor,Reinvestor,False
SUNPHARMA,2020,2021,Reinvestor,Liquidating Assets,True
SUNPHARMA,2021,2022,Liquidating Assets,Reinvestor,True
SUNPHARMA,2022,2023,Reinvestor,Mixed,True
SUNPHARMA,2023,2024,Mixed,Reinvestor,True
TATACONSUM,2013,2014,Cash Accumulator,Reinvestor,True
TATACONSUM,2014,2015,Reinvestor,Reinvestor,False
TATACONSUM,2015,2016,Reinvestor,Liquidating Assets,True
TATACONSUM,2016,2017,Liquidating Assets,Liquidating Assets,False
TATACONSUM,2017,2018,Liquidating Assets,Reinvestor,True
TATACONSUM,2018,2019,Reinvestor,Liquidating Assets,True
TATACONSUM,2019,2020,Liquidating Assets,Reinvestor,True
TATACONSUM,2020,2021,Reinvestor,Reinvestor,False
TATACONSUM,2021,2022,Reinvestor,Reinvestor,False
TATACONSUM,2022,2023,Reinvestor,Reinvestor,False
TATACONSUM,2023,2024,Reinvestor,Mixed,True
TATAMOTORS,2013,2014,Reinvestor,Reinvestor,False
TATAMOTORS,2014,2015,Reinvestor,Mixed,True
TATAMOTORS,2015,2016,Mixed,Reinvestor,True
TATAMOTORS,2016,2017,Reinvestor,Mixed,True
TATAMOTORS,2017,2018,Mixed,Mixed,False
TATAMOTORS,2018,2019,Mixed,Mixed,False
TATAMOTORS,2019,2020,Mixed,Mixed,False
TATAMOTORS,2020,2021,Mixed,Mixed,False
TATAMOTORS,2021,2022,Mixed,Reinvestor,True
TATAMOTORS,2022,2023,Reinvestor,Reinvestor,False
TATAMOTORS,2023,2024,Reinvestor,Reinvestor,False
TATAPOWER,2013,2014,Reinvestor,Reinvestor,False
TATAPOWER,2014,2015,Reinvestor,Reinvestor,False
TATAPOWER,2015,2016,Reinvestor,Reinvestor,False
TATAPOWER,2016,2017,Reinvestor,Mixed,True
TATAPOWER,2017,2018,Mixed,Reinvestor,True
TATAPOWER,2018,2019,Reinvestor,Reinvestor,False
TATAPOWER,2019,2020,Reinvestor,Reinvestor,False
TATAPOWER,2020,2021,Reinvestor,Liquidating Assets,True
TATAPOWER,2021,2022,Liquidating Assets,Reinvestor,True
TATAPOWER,2022,2023,Reinvestor,Mixed,True
TATAPOWER,2023,2024,Mixed,Reinvestor,True
TATASTEEL,2013,2014,Reinvestor,Mixed,True
TATASTEEL,2014,2015,Mixed,Reinvestor,True
TATASTEEL,2015,2016,Reinvestor,Reinvestor,False
TATASTEEL,2016,2017,Reinvestor,Reinvestor,False
TATASTEEL,2017,2018,Reinvestor,Mixed,True
TATASTEEL,2018,2019,Mixed,Reinvestor,True
TATASTEEL,2019,2020,Reinvestor,Reinvestor,False
TATASTEEL,2020,2021,Reinvestor,Reinvestor,False
TATASTEEL,2021,2022,Reinvestor,Reinvestor,False
TATASTEEL,2022,2023,Reinvestor,Reinvestor,False
TATASTEEL,2023,2024,Reinvestor,Reinvestor,False
TCS,2013,2014,Reinvestor,Reinvestor,False
TCS,2014,2015,Reinvestor,Reinvestor,False
TCS,2015,2016,Reinvestor,Reinvestor,False
TCS,2016,2017,Reinvestor,Reinvestor,False
TCS,2017,2018,Reinvestor,Liquidating Assets,True
TCS,2018,2019,Liquidating Assets,Liquidating Assets,False
TCS,2019,2020,Liquidating Assets,Liquidating Assets,False
TCS,2020,2021,Liquidating Assets,Reinvestor,True
TCS,2021,2022,Reinvestor,Reinvestor,False
TCS,2022,2023,Reinvestor,Liquidating Assets,True
TCS,2023,2024,Liquidating Assets,Liquidating Assets,False
TECHM,2013,2014,Mixed,Liquidating Assets,True
TECHM,2014,2015,Liquidating Assets,Reinvestor,True
TECHM,2015,2016,Reinvestor,Reinvestor,False
TECHM,2016,2017,Reinvestor,Reinvestor,False
TECHM,2017,2018,Reinvestor,Reinvestor,False
TECHM,2018,2019,Reinvestor,Reinvestor,False
TECHM,2019,2020,Reinvestor,Liquidating Assets,True
TECHM,2020,2021,Liquidating Assets,Reinvestor,True
TECHM,2021,2022,Reinvestor,Liquidating Assets,True
TECHM,2022,2023,Liquidating Assets,Reinvestor,True
TECHM,2023,2024,Reinvestor,Reinvestor,False
TITAN,2013,2014,Reinvestor,Growth Funded by Debt,True
TITAN,2014,2015,Growth Funded by Debt,Reinvestor,True
TITAN,2015,2016,Reinvestor,Reinvestor,False
TITAN,2016,2017,Reinvestor,Reinvestor,False
TITAN,2017,2018,Reinvestor,Mixed,True
TITAN,2018,2019,Mixed,Reinvestor,True
TITAN,2019,2020,Reinvestor,Mixed,True
TITAN,2020,2021,Mixed,Reinvestor,True
TITAN,2021,2022,Reinvestor,Mixed,True
TITAN,2022,2023,Mixed,Mixed,False
TITAN,2023,2024,Mixed,Reinvestor,True
TORNTPHARM,2013,2014,Mixed,Mixed,False
TORNTPHARM,2014,2015,Mixed,Mixed,False
TORNTPHARM,2015,2016,Mixed,Reinvestor,True
TORNTPHARM,2016,2017,Reinvestor,Reinvestor,False
TORNTPHARM,2017,2018,Reinvestor,Mixed,True
TORNTPHARM,2018,2019,Mixed,Reinvestor,True
TORNTPHARM,2019,2020,Reinvestor,Liquidating Assets,True
TORNTPHARM,2020,2021,Liquidating Assets,Reinvestor,True
TORNTPHARM,2021,2022,Reinvestor,Reinvestor,False
TORNTPHARM,2022,2023,Reinvestor,Mixed,True
TORNTPHARM,2023,2024,Mixed,Reinvestor,True
TRENT,2013,2014,Mixed,Pre-Revenue,True
TRENT,2014,2015,Pre-Revenue,Growth Funded by Debt,True
TRENT,2015,2016,Growth Funded by Debt,Reinvestor,True
TRENT,2016,2017,Reinvestor,Reinvestor,False
